"name","Store Number","latitude","longitude","url","sales_52w_py","CV ENERGY BOOST Sales","CV EXOTIC INDULGENCE Sales","CV ACAI ENERGIZE PWR Sales","CV PASSION BLISS Sales","CV FIT & WELLNESS Sales","CV CHIA SUPREMACY Sales","street_address","city","state","zip_code","country","phone_number_1","poblacion (10km)","digital_audience_facebook","digital_audience_instagram","digital_audience_twitter","digital_audience_linkedin","reviews","positive","negative","total_sales","campoverde_sales","digital_audience","Str #","sales_52w","var","sales_mix","velocity_ty_cv","velocity_ly","velocity_var","Qty TY","Qty LY","VAR","segment","sales_tier","",""
"Woodsville Supercenter","2768","44.140637","-72.026407","https://www.walmart.com/store/4389/woodsville-nh/details","2572.12","69","0","141","0","15","92","4901 Dartmouth College Hwy","Woodsville","NH","3785","US","603-747-8250","79465","30515","20343","18277","22250","886","632","254","11427136","43848784","171501","4389","1,944.12","-24.42%","","48.8","36.51","33.66%","174","236","-26.27%","","Topaz","",""
"Waynesboro Neighborhood Market","2769","38.071412","-78.894642","https://www.walmart.com/store/4388/waynesboro-va/details","1702.26","0","0","42","45","47","45","1211 W Broad St Ste A","Waynesboro","VA","22980","US","540-943-4087","135448","52012","34675","31153","37925","753","241","512","8494949","31536080","109182","4388","1,144.37","-32.77%","","32.74","22.01","48.75%","107","159","-32.70%","","Topaz","",""
"Enid Neighborhood Market","2770","36.406535","-97.9096037","https://www.walmart.com/store/4390/enid-ok/details","0","","","","","","","1018 N. Cleveland Street","Enid","OK","73703","US","580-599-6008","58858","22601","15068","13537","16480","543","238","305","2619163","1794929","93537","4390","186.49","100.00%","","0","3.59","-100.00%","17","0","100.00%","","Quartz","",""
"North Highlands Supercenter","2771","38.649823","-121.38631","https://www.walmart.com/store/4393/north-highlands-ca/details","5018.46","","","","","","","4675 Watt Avenue","North Highlands","CA","95660","US","916-621-1454","96331","36991","24661","22156","26973","243","214","29","29186252","40340326","179218","4393","4,369.26","-12.94%","","96.51","84.02","14.86%","373","408","-8.58%","","Emerald","",""
"Victorville Supercenter","2772","34.509447","-117.396782","https://www.walmart.com/store/4392/victorville-ca/details","5164.18","91","0","133","52","108","0","12234 Palmdale Road","Victorville","CA","92392","US","760-493-3047","99594","38244","25496","22907","27886","601","129","472","13812379","39171281","84979","4392","4,078.84","-21.02%","","99.31","74.89","32.61%","354","479","-26.10%","","Emerald","",""
"Elkhart Supercenter","2773","41.686708","-86.058425","https://www.walmart.com/store/4399/elkhart-in/details","539.94","52","3","59","42","54","0","30830 Old Us 20","Elkhart","IN","46514","US","574-674-2656","78459","30128","20086","18046","21969","131","126","5","38287373","2589641","111534","4399","0","-100.00%","","10.38","0","100.00%","0","52","-100.00%","","Amethyst","",""
"Queensbury Supercenter","2774","43.319893","-73.612395","https://www.walmart.com/store/4403/queensbury-ny/details","507.76","0","6","9","28","3","0","24 Quaker Ridge Blvd","Queensbury","NY","12804","US","518-746-4155","57452","22062","14708","13214","16087","270","221","49","45037433","49676342","145740","4403","2,419.53","100.00%","","9.76","46.53","-79.01%","219","44","100.00%","","Amethyst","",""
"Granite Falls Supercenter","2775","35.781341","-81.394266","https://www.walmart.com/store/4410/granite-falls-nc/details","0","","","","","","","4780 Hickory Blvd","Granite Falls","NC","28630","US","828-396-3170","85830","32959","21972","19741","24032","271","193","78","28945222","39283440","53340","4410","153.58","100.00%","","0","2.95","-100.00%","14","0","100.00%","","Quartz","",""
"Laurel Supercenter","2776","45.667525","-108.7591","https://www.walmart.com/store/4412/laurel-mt/details","312.48","","","","","","","101 Bernhardt Rd","Laurel","MT","59044","US","406-628-3000","62257","23907","15938","14319","17432","551","451","100","1388110","21078005","94115","4412","87.76","-71.92%","","6.01","1.69","100.00%","8","29","-72.41%","","Amethyst","",""
"Montgomery Supercenter","2777","32.354805","-86.135007","https://www.walmart.com/store/4407/montgomery-al/details","4989.26","127","0","146","0","7","98","10710 Chantilly Pkwy","Montgomery","AL","36117","US","334-272-7377","103929","39909","26606","23904","29100","931","467","464","30711592","44692785","193324","4407","4,310.79","-13.60%","","95.95","82.9","15.74%","390","451","-13.53%","","Emerald","",""
"Etters Supercenter","2778","40.149635","-76.813225","https://www.walmart.com/store/4404/etters-pa/details","5074.68","97","0","118","0","9","69","50 Newberry Pkwy","Etters","PA","17319","US","717-932-4384","104799","40243","26829","24104","29344","672","271","401","17873521","7699211","176881","4404","3,221.91","-36.51%","","97.59","61.96","57.51%","291","468","-37.82%","","Emerald","",""
"Mount Pleasant Supercenter","2779","32.861746","-79.788225","https://www.walmart.com/store/4384/mount-pleasant-sc/details","3008.78","","","","","","","3000 Proprietors Pl","Mount Pleasant","SC","29466","US","843-884-2844","56490","21692","14461","12993","15817","540","217","323","4205835","19774667","159495","4384","3,376.63","12.23%","","57.86","64.94","-10.89%","305","271","12.55%","","Topaz","",""
"Rockmart Supercenter","2780","34.013127","-85.030381","https://www.walmart.com/store/4409/rockmart-ga/details","3220.24","80","0","118","70","141","0","1801 Nathan Dean Byp","Rockmart","GA","30153","US","678-757-8766","114052","43796","29197","26232","31935","324","253","71","47536318","7265424","114337","4409","2,782.54","-13.59%","","61.93","53.51","15.73%","251","290","-13.45%","","Topaz","",""
"Lexington Neighborhood Market","2781","37.966733","-84.500725","https://www.walmart.com/store/4413/lexington-ky/details","0","72","0","160","62","110","5","4230 Saron Dr","Lexington","KY","40515","US","859-272-1272","120472","46261","30841","27709","33732","961","946","15","34808266","38345334","110229","4413","54.85","100.00%","","0","1.05","-100.00%","5","0","100.00%","","Quartz","",""
"Smithville Supercenter","2782","35.954962","-85.82972","https://www.walmart.com/store/4414/smithville-tn/details","0","97","0","132","10","191","0","515 W Broad St","Smithville","TN","37166","US","615-215-7550","122651","47098","31399","28210","34342","936","472","464","30969576","15737794","60638","4414","21.94","100.00%","","0","0.42","-100.00%","2","0","100.00%","","Quartz","",""
"El Paso Neighborhood Market","2783","31.728537","-106.345055","https://www.walmart.com/store/4415/el-paso-tx/details","253.88","0","8","0","0","14","0","8115 North Loop Dr","El Paso","TX","79907","US","915-629-0048","87907","33756","22504","20219","24614","985","609","376","5235768","5554010","181064","4415","1,238.33","100.00%","","4.88","23.81","-79.50%","112","22","100.00%","","Amethyst","",""
"Camby Supercenter","2784","39.642195","-86.328093","https://www.walmart.com/store/4417/camby-in/details","472.82","0","0","61","40","40","39","8191 Upland Bnd","Camby","IN","46113","US","317-856-5748","94608","36329","24220","21760","26490","693","131","562","44139863","28052583","55921","4417","0","-100.00%","","9.09","0","100.00%","0","43","-100.00%","","Amethyst","",""
"Columbus Neighborhood Market","2785","32.552444","-84.895833","https://www.walmart.com/store/4421/columbus-ga/details","5035.72","39","0","5","35","74","43","7400 Blackmon Rd","Columbus","GA","31909","US","706-330-5213","106251","40800","27200","24438","29750","337","214","123","48948750","7293321","182445","4421","3,369.22","-33.09%","","96.84","64.79","49.46%","305","458","-33.41%","","Emerald","",""
"Houston Supercenter","2786","29.913136","-95.486715","https://www.walmart.com/store/4416/houston-tx/details","523.94","0","0","0","0","0","0","13003 Tomball Pkwy","Houston","TX","77086","US","281-668-2952","58346","22405","14937","13420","16337","455","105","350","1399975","18795791","131514","4416","340.07","-35.09%","","10.08","6.54","54.07%","31","48","-35.42%","","Amethyst","",""
"Martinsburg Supercenter","2787","39.542837","-77.910249","https://www.walmart.com/store/4423/martinsburg-wv/details","6711.16","","","","","","","5680 Hammonds Mill Rd","Martinsburg","WV","25404","US","304-274-5176","134111","51499","34332","30846","37551","961","222","739","14678358","24526373","196070","4423","5,141.38","-23.39%","","129.06","98.87","30.53%","464","614","-24.43%","","Diamond","",""
"Leesville Supercenter","2788","33.917546","-81.529227","https://www.walmart.com/store/4420/leesville-sc/details","4769.38","","","","","","","115 E Church St","Leesville","SC","29070","US","803-532-5332","129742","49821","33214","29841","36328","308","249","59","21119964","48550823","134588","4420","2,688.51","-43.63%","","91.72","51.7","77.40%","243","431","-43.62%","","Emerald","",""
"Columbus Neighborhood Market","2789","32.506142","-84.977565","https://www.walmart.com/store/4426/columbus-ga/details","3738.84","123","93","191","228","263","155","1042 Manchester Expy","Columbus","GA","31904","US","706-330-5452","106251","40800","27200","24438","29750","744","270","474","26168797","43585218","71133","4426","2,250.28","-39.81%","","71.9","43.27","66.15%","203","349","-41.83%","","Emerald","",""
"Orlando Neighborhood Market","2790","28.549978","-81.49085","https://www.walmart.com/store/4425/orlando-fl/details","5772.08","72","2","151","9","76","67","7818 Colonial West Drive","Orlando","FL","32818","US","407-522-4552","147475","56630","37754","33919","41293","625","445","180","36571038","45735276","55533","4425","5,837.76","1.14%","","111","112.26","-1.13%","528","526","0.38%","","Diamond","",""
"Maricopa Supercenter","2791","33.039071","-112.014193","https://www.walmart.com/store/4430/maricopa-az/details","4635.86","103","119","154","129","177","175","41650 W Maricopa Casa Grande Hwy","Maricopa","AZ","85138","US","520-568-0846","115920","44513","29676","26662","32458","622","214","408","29848247","7476839","136085","4430","5,091.23","9.82%","","89.15","97.91","-8.94%","460","418","10.05%","","Emerald","",""
"Tallahassee Supercenter","2792","30.488822","-84.31842","https://www.walmart.com/store/4427/tallahassee-fl/details","6999.43","0","0","0","10","2","0","3221 N Monroe St","Tallahassee","FL","32303","US","850-562-8383","113151","43450","28967","26025","31682","795","750","45","6528165","34726142","166600","4427","3,311.95","-52.68%","","134.6","63.69","100.00%","299","638","-53.13%","","Diamond","",""
"Asheville Supercenter","2793","35.513384","-82.523683","https://www.walmart.com/store/4428/asheville-nc/details","0","5","2","0","11","13","0","1636 Hendersonville Rd","Asheville","NC","28803","US","828-333-9505","107880","41426","27617","24812","30206","371","298","73","40297225","4832535","101764","4428","252.31","100.00%","","0","4.85","-100.00%","23","0","100.00%","","Quartz","",""
"Mooresville Neighborhood Market","2794","35.577764","-80.791474","https://www.walmart.com/store/4431/mooresville-nc/details","0","56","0","82","32","59","0","966 East Iredell","Mooresville","NC","28115","US","704-360-6119","71487","27451","18301","16442","20016","135","102","33","8997218","43593525","63359","4431","65.82","100.00%","","0","1.27","-100.00%","6","0","100.00%","","Quartz","",""
"Saratoga Springs Supercenter","2795","40.389557","-111.919732","https://www.walmart.com/store/4438/saratoga-springs-ut/details","10692.08","39","2","59","1","84","28","136 W State Road 73","Saratoga Springs","UT","84045","US","801-766-4272","78367","30093","20062","18024","21943","994","540","454","27203898","41633217","119317","4438","8,007.58","-25.11%","","205.62","153.99","33.52%","723","976","-25.92%","","Diamond","",""
"Alpharetta Supercenter","2796","34.150322","-84.24936","https://www.walmart.com/store/4436/alpharetta-ga/details","4545.78","119","74","176","79","113","57","5455 Atlanta Hwy","Alpharetta","GA","30004","US","770-475-4101","58849","22598","15065","13535","16478","515","371","144","5948033","13461053","165739","4436","3,725.96","-18.03%","","87.42","71.65","22.00%","337","405","-16.79%","","Emerald","",""
"Ocala Neighborhood Market","2797","29.087437","-82.251193","https://www.walmart.com/store/4434/ocala-fl/details","3768.22","","","","","","","7855 Sw Hwy 200","Ocala","FL","34476","US","352-512-6628","108565","41689","27793","24970","30398","357","293","64","40528305","40704716","193978","4434","3,548.73","-5.82%","","72.47","68.24","6.19%","321","341","-5.87%","","Emerald","",""
"Newton Neighborhood Market","2798","35.680662","-81.230668","https://www.walmart.com/store/4432/newton-nc/details","0","","","","","","","1818 Northwest Blvd.","Newton","NC","28658","US","828-468-6244","149598","57446","38297","34408","41887","167","154","13","28293716","42660712","104582","4432","164.55","100.00%","","0","3.16","-100.00%","15","0","100.00%","","Quartz","",""
"Irmo Supercenter","2799","34.127358","-81.220387","https://www.walmart.com/store/4440/irmo-sc/details","8002.38","","","","","","","1180 Dutch Fork Rd","Irmo","SC","29063","US","803-781-7775","69677","26756","17837","16026","19510","705","313","392","18280768","45622895","134111","4440","4,362.65","-45.48%","","153.89","83.9","83.43%","394","729","-45.95%","","Diamond","",""
"Palm Springs Village Neighborhood Market","2800","26.650413","-80.110786","https://www.walmart.com/store/4441/palm-springs-village-fl/details","8884.08","","","","","","","4400 Forest Hill Blvd.","Palm Springs Village","FL","33406","US","561-530-1237","56029","21515","14343","12887","15688","840","586","254","45161615","3450513","174431","4441","4,988.33","-43.85%","","170.85","95.93","78.10%","451","810","-44.32%","","Diamond","",""
"Clemson Neighborhood Market","2801","34.696807","-82.80105","https://www.walmart.com/store/4445/clemson-sc/details","2282.68","64","0","91","31","83","0","680 Old Greenville Hwy","Clemson","SC","29631","US","864-722-6050","96948","37228","24819","22298","27145","202","105","97","12512779","3846500","149067","4445","1,661.27","-27.22%","","43.9","31.95","37.41%","152","212","-28.30%","","Topaz","",""
"Anderson Neighborhood Market","2802","34.54509","-82.632837","https://www.walmart.com/store/4443/anderson-sc/details","1790.86","","","","","","","2003 E Greenville St","Anderson","SC","29621","US","864-760-6161","102976","39543","26362","23684","28833","236","209","27","27808474","6108873","139540","4443","1,816.56","1.44%","","34.44","34.93","-1.41%","166","161","3.11%","","Topaz","",""
"West Palm Beach Supercenter","2803","26.762254","-80.103131","https://www.walmart.com/store/4446/west-palm-beach-fl/details","10735.24","","","","","","","4225 45th St","West Palm Beach","FL","33407","US","561-683-8300","101343","38916","25944","23309","28376","316","315","1","23312900","24829192","77595","4446","5,787.20","-46.09%","","206.45","111.18","85.69%","526","972","-45.88%","","Diamond","",""
"Jacksonville Supercenter","2804","30.179113","-81.555936","https://www.walmart.com/store/4444/jacksonville-fl/details","7248.56","0","0","0","21","17","0","10251 Shops Ln","Jacksonville","FL","32258","US","904-288-8211","102945","39531","26354","23677","28825","288","143","145","22345778","24048919","103997","4444","6,291.24","-13.21%","","139.4","120.99","15.22%","567","658","-13.83%","","Diamond","",""
